	subj	subj_qid	subj_fid	rel_id	rel	rel_schema	obj	obj_qid	obj_fid
1855	South Sudan	Q958	/m/05rznz	P47	shares border with		North Korea	Q423	/m/05b7q
1856	South Sudan	Q958	/m/05rznz	P150	contains administrative territorial entity		North Korea	Q423	/m/05b7q
1857	Donald Trump	Q22686	/m/0cqt90	P69	educated at		Republican Party	Q250316	
1858	Richard Green	Q1332683		P69	educated at		UK	Q161885	/m/014tss
1859	Maasdriel	Q904544	/m/0vk6v	P47	shares border with		Tiel	Q73221	/m/0vkf8
1860	Hillsborough County	Q488874	/m/0jj6k	P47	shares border with		Florida	Q2548194	/m/05q8rtt
1861	Farhan Shakor	Q13652469		P54	member of sports team		FIFA	Q253414	/m/02zm3
1862	KS	Q1558	/m/0488g	P47	shares border with		Western New Mexico University	Q7988105	
1863	Rhodopes	Q6489	/m/01sp29	P17	country		Kardzhali	Q192875	/m/01sny6
1864	Theo Fennell	Q7781452		P69	educated at		TPG Capital	Q2164606	/m/03yqpb
1865	Columbiana County	Q421960	/m/0n2r2	P47	shares border with		Ohio	Q927274	
1866	St. Louis County	Q498034	/m/0ndh6	P47	shares border with		Minnesota	Q1527	/m/04ykg
1867	Hennepin County	Q486229	/m/0nhmw	P47	shares border with		Minneapolis	Q6867956	
1868	John David Morley	Q13431211		P69	educated at		Munich	Q1300313	/m/0ynqb
1869	J. M. Coetzee	Q43293	/m/01x53m	P27	country of citizenship	nationality	Petersburg	Q80027	/m/01z1_zb
1870	J. M. Coetzee	Q43293	/m/01x53m	P69	educated at		Petersburg	Q80027	/m/01z1_zb
1871	Calvary Cemetery	Q5024155		P131	located in the administrative territorial entity		Queens	Q3414029	
1872	Wallingford	Q2341532		P131	located in the administrative territorial entity		Connecticut	Q779	/m/01x73
1873	Footscray	Q5466574	/m/02wvk5	P131	located in the administrative territorial entity		Victoria	Q286499	/m/0262x3h
1874	Saratoga Springs	Q482618		P47	shares border with		New York	Q60	/m/02_286
1875	Sierra Leone	Q1044	/m/06s_2	P47	shares border with		West Africa	Q4412	/m/0hqjh
1876	Sierra Leone	Q1044	/m/06s_2	P150	contains administrative territorial entity		West Africa	Q4412	/m/0hqjh
1877	Lee Iacocca	Q281847	/m/01gvz3	P69	educated at		Congress	Q13424494	
1878	Sergio Marchionne	Q1229223	/m/0288nw0	P69	educated at		US	Q30	/m/09c7w0
1879	Grand Isle County	Q1124720	/m/0mpjg	P47	shares border with		Alburgh	Q285016	
1880	Grand Isle County	Q1124720	/m/0mpjg	P150	contains administrative territorial entity		Alburgh	Q285016	
1881	Magdeburg	Q48083	/m/09v36l5	P47	shares border with		Volhynia	Q7530	/m/024fh_
1882	Garividi	Q3430322		P131	located in the administrative territorial entity		Merakamudidam	Q3423958	
1883	Trung Canidate	Q7847955		P54	member of sports team		Wildcats	Q6553672	
1884	Eindhoven	Q9832	/m/02kx3	P47	shares border with		Belgium	Q2894385	
1885	Adams County	Q108788	/m/0frkl	P47	shares border with		Nebraska	Q9049090	
1886	UC Santa Barbara	Q263064	/m/01f1r4	P131	located in the administrative territorial entity		UC Santa Barbara	Q263064	/m/01f1r4
1887	Carter County	Q484786	/m/0nfh2	P47	shares border with		Kentucky	Q1603	/m/0498y
1888	Kanagawa Prefecture	Q127513	/m/0gqm3	P47	shares border with		National Defense Academy of Japan	Q4115810	/m/03b4q6
1889	Kanagawa Prefecture	Q127513	/m/0gqm3	P150	contains administrative territorial entity		National Defense Academy of Japan	Q4115810	/m/03b4q6
1890	Khan Sarwar Murshid	Q620076		P69	educated at		Comilla	Q1006296	/m/02rr531
1891	Czechoslovakia	Q33946	/m/01mk6	P47	shares border with		Commonwealth Secretariat	Q3954348	
1892	Noor Jehan	Q466955	/m/01x2bq4	P27	country of citizenship	nationality	Lalgola	Q6480291	
1893	Saluzzo	Q20454	/m/04836d	P47	shares border with		Turin	Q7854947	
1894	Max Pirkis	Q710782	/m/07p7_t	P69	educated at		Eton College	Q5404783	
1895	Don Cardwell	Q3035748		P54	member of sports team		Cubs	Q4791335	
1896	Abilene	Q128295	/m/013m_x	P131	located in the administrative territorial entity		Abilene	Q128295	/m/013m_x
1897	Rock Island	Q2283144		P131	located in the administrative territorial entity		Herington	Q2232408	/m/013cwb
1898	Billy Hughes	Q4912742		P54	member of sports team		Parliament	Q1892425	/m/0txvhh6
1899	Ken Salazar	Q342586	/m/03mdtj	P69	educated at		Colorado	Q5148687	
1900	Roy Romer	Q328508	/m/037xbq	P69	educated at		Colorado Department of Natural Resources	Q5148792	
1901	William Pryor	Q8017120		P69	educated at		Senate	Q3510838	
1902	Hilda Solis	Q50610	/m/024ttc	P69	educated at		California	Q2933963	/m/025xzfp
1903	Sally Jewell	Q4231614	/m/0qs901r	P27	country of citizenship	nationality	Senate	Q3510838	
1904	Ivan A. Getting	Q6095764	/m/04j313	P69	educated at		Research and Development Command	Q4697969	
1905	Wesleyan University	Q49167	/m/01k2wn	P131	located in the administrative territorial entity		Middletown	Q2364878	/m/049_h10
1906	Wilkes-Barre	Q745594	/m/0h778	P47	shares border with		Pennsylvania	Q1400	/m/05tbn
1907	Chella	Q1993010	/m/02qcr0q	P47	shares border with		Valencia	Q54939	/m/0123x_
1908	Saitama Prefecture	Q128186	/m/018qd6	P47	shares border with		Sakura	Q696394	/m/08tm7m
1909	Aitona	Q1646588	/m/0fwbyh	P47	shares border with		Aitona	Q1646588	/m/0fwbyh
1910	Kolkata	Q1348	/m/0cvw9	P131	located in the administrative territorial entity		Mumbai	Q1156	/m/04vmp
1911	Kolkata	Q1348	/m/0cvw9	P1376	capital of		Mumbai	Q1156	/m/04vmp
1912	Kolkata	Q1348	/m/0cvw9	P131	located in the administrative territorial entity		Mumbai	Q1156	/m/04vmp
1913	Kolkata	Q1348	/m/0cvw9	P1376	capital of		Mumbai	Q1156	/m/04vmp
1914	Cutro	Q54508	/m/0dvs3l	P47	shares border with		Italy	Q3708720	
1915	Sioux County	Q486118	/m/0nrlc	P47	shares border with		Iowa	Q2238109	/m/0tj_r
1916	Tamil Nadu	Q1445	/m/07c98	P47	shares border with		Manamadurai	Q6746857	
1917	Jenifer Estess	Q6177482		P69	educated at		Moline	Q579736	/m/0sg4x
1918	Arlen Specter	Q363055	/m/0204ym	P69	educated at		Labor	Q16685368	
1919	Himalayas	Q5451	/m/09glw	P17	country		Mongolia	Q711	/m/04w8f
1920	Pusey	Q904418	/m/03nv3dk	P131	located in the administrative territorial entity		Wilmington	Q24065351	
1921	Pusey	Q904418	/m/03nv3dk	P47	shares border with		Wilmington	Q24065351	
1922	Rajasthan	Q1437	/m/06k5_	P47	shares border with		Chennai	Q1352	/m/0c8tk
1923	Llano Estacado	Q1052758	/m/02cz79	P131	located in the administrative territorial entity		New Mexico	Q14692288	
1924	Marlon Jerrard Byrd	Q3294460	/m/06cr10	P54	member of sports team		MLB	Q1163715	/m/09p14
1925	Gottlieb	Q16019400		P69	educated at		Brzeg	Q214640	/m/02299z
1926	Golestan Province	Q170041	/m/029mxr	P47	shares border with		Iran	Q2043606	
1927	Doug Marrone	Q2679005		P54	member of sports team		National Football League	Q370883	
1928	Phil Rees	Q7182322		P69	educated at		School of Geography	Q7432461	
1929	Meldorfer Gelehrtenschule	Q1508541		P131	located in the administrative territorial entity		Kiel	Q1740952	
1930	Los Angeles County	Q104994	/m/0kpys	P47	shares border with		Santa Monica Mountains	Q1229470	/m/026z66
1931	Prince Charles	Q43274	/m/0xnc3	P69	educated at		Northern Stage	Q7058982	
1932	University of Wyoming	Q1326975	/m/02mp0g	P131	located in the administrative territorial entity		Laramie	Q3217827	
1933	Zomba	Q576672	/m/02rkjb3	P47	shares border with		Malawi	Q1020	/m/04tr1
1934	Koszalin County	Q302851	/m/0gztjj	P47	shares border with		Poland	Q7208881	
1935	Koszalin County	Q302851	/m/0gztjj	P150	contains administrative territorial entity		Poland	Q7208881	
1936	Shel Silverstein	Q361257	/m/0p6dt	P69	educated at		Copenhagen	Q5168444	
1937	Albay	Q13726	/m/01lkjr	P47	shares border with		Luzon	Q125384	/m/0j268
1938	Guiuan	Q313984	/m/06qvnh	P47	shares border with		Visayas	Q211436	/m/0jjk8
1939	Cataingan	Q191478	/m/06nstg	P47	shares border with		New Zealand	Q21470645	
1940	South Cotabato	Q13882	/m/01rfwg	P150	contains administrative territorial entity		North Cotabato	Q13791	/m/01rfzt
1941	George Maximov	Q4276239		P27	country of citizenship	nationality	Russia	Q3708651	
1942	Pyotr Ilyich Tchaikovsky	Q7315		P69	educated at		New York City	Q60	/m/02_286
1943	Jesselyn Radack	Q6187015		P69	educated at		FBI	Q8333	/m/02_1m
1944	Bagnolet	Q208943	/m/06wr_k	P47	shares border with		FC Nantes	Q192071	/m/049912
1945	Nantes	Q3335789	/m/0f3j0_	P47	shares border with		Montpellier	Q3322882	/m/04ycln0
1946	Ivory Coast	Q1008	/m/0fv4v	P47	shares border with		Hungary	Q5943060	
1947	Narvik	Q59101	/m/018b6q	P131	located in the administrative territorial entity		Norway	Q7060816	
1948	Narvik	Q59101	/m/018b6q	P47	shares border with		Norway	Q7060816	
1949	Yuzawa	Q633272	/m/01wgb1	P47	shares border with		Japan	Q3476248	
1950	Habsburg	Q64131	/m/01t_3l	P131	located in the administrative territorial entity		Kingdom of Hungary	Q253094	
1951	Haddington	Q5637657		P131	located in the administrative territorial entity		Gorebridge	Q1009833	
1952	Hermosa Beach	Q828712	/m/0r0cp	P131	located in the administrative territorial entity		California	Q2933963	/m/025xzfp
1953	Heerlen	Q9799	/m/0vj4y	P47	shares border with		Heerlen	Q9799	/m/0vj4y
1954	Marco van Basten	Q483629	/m/0dmv5	P54	member of sports team		Feyenoord	Q134241	/m/0cttx
1955	Balkans	Q23522	/m/01jjk	P17	country		Yugoslavia	Q36704	/m/087vz
1956	Sarreguemines	Q22642	/m/07q08d	P47	shares border with		Institute	Q1192331	/m/05gfq9
1957	Autonomous Republic of Crimea	Q756294	/m/0cr7m	P47	shares border with		Ukraine	Q212	/m/07t21
1958	Pinal County	Q58712	/m/0m2cb	P47	shares border with		Arizona	Q17985598	
1959	DeKalb County	Q486398	/m/0nzw2	P47	shares border with		DeKalb County	Q486398	/m/0nzw2
1960	Frank Henenlotter	Q723745	/m/072tbr	P19	place of birth	birthPlace	UK	Q161885	/m/014tss
1961	Thousand Islands	Q1050549	/m/0179bc	P17	country		Rideau Lakes	Q4116648	
1962	Thousand Islands	Q1050549	/m/0179bc	P131	located in the administrative territorial entity		Rideau Lakes	Q4116648	
1963	Rideau Canal	Q651323	/m/01dl07	P131	located in the administrative territorial entity		Franktown	Q266632	/m/0r9jq
1964	Arnprior	Q543997	/m/01wglj	P47	shares border with		Ottawa	Q1886387	
1965	Wolsztyn County	Q133262	/m/0f3qt_	P47	shares border with		Poland	Q7208881	
1966	Wolsztyn County	Q133262	/m/0f3qt_	P150	contains administrative territorial entity		Poland	Q7208881	
1967	Alex Sanders	Q4717744		P69	educated at		College of Charleston	Q4507421	/m/02sn03
1968	Abrams	Q2698829		P69	educated at		South Carolina	Q1456	/m/06yxd
1969	Passau	Q4190	/m/01h5td	P47	shares border with		Augsburg	Q760510	
1970	Passau	Q4190	/m/01h5td	P150	contains administrative territorial entity		Augsburg	Q760510	
1971	Jessica Bird	Q468550	/m/0d2kmf	P69	educated at		Navy	Q559549	/m/0g8fs
1972	Hohhot	Q535534	/m/01mvtw	P150	contains administrative territorial entity		China	Q10956965	
1973	Hitler	Q352	/m/07_m9_	P27	country of citizenship	nationality	Germany	Q1350565	
1974	Lhasa	Q5869	/m/01jmlw	P150	contains administrative territorial entity		Lhasa	Q5869	/m/01jmlw
1975	Vojvodina	Q44749	/m/017_29	P131	located in the administrative territorial entity		Yugoslavia	Q36704	/m/087vz
1976	Vojvodina	Q44749	/m/017_29	P150	contains administrative territorial entity		Yugoslavia	Q36704	/m/087vz
1977	Kosovo Vilayet	Q168501	/m/0952ms	P47	shares border with		Macedonia	Q1289876	/m/0qbf3
1978	Pristina	Q25270	/m/01nyhl	P1376	capital of		Kosovo	Q1231	
1979	Ghazni	Q173731	/m/020ctb	P1376	capital of		Jaghatu	Q3696517	/m/027sgg6
1980	Quebec City	Q2145	/m/0pmp2	P47	shares border with		Montreal	Q3476697	
1981	Quebec City	Q2145	/m/0pmp2	P150	contains administrative territorial entity		Montreal	Q3476697	
1982	Kaiser Wilhelm	Q6348471		P54	member of sports team		Central Powers	Q152283	/m/01yq6
1983	Osijek-Baranja County	Q58159	/m/02b_9x	P47	shares border with		Croatia	Q16952783	
1984	Semyon Petrovich Babayevsky	Q2624931	/m/0wy65zf	P27	country of citizenship	nationality	Ukraine	Q212	/m/07t21
1985	John Silber	Q6257847		P69	educated at		University of Pennsylvania Press	Q2037236	
1986	Torne Valley	Q734149	/m/031gj8	P17	country		Norrbotten	Q211649	/m/01pvwn
1987	Torne Valley	Q734149	/m/031gj8	P131	located in the administrative territorial entity		Norrbotten	Q211649	/m/01pvwn
1988	Svealand	Q203835	/m/01b27b	P47	shares border with		Norrbotten	Q211649	/m/01pvwn
1989	Xuancheng	Q360942	/m/0604jn	P150	contains administrative territorial entity		Xuancheng	Q360942	/m/0604jn
1990	Carey Wilson	Q5039226		P54	member of sports team		NCAA	Q271805	/m/0gh43
1991	Morgan Schneiderlin	Q1361462	/m/027vzy0	P54	member of sports team		Manchester United	Q20876923	
1992	Cuco Martina	Q279073	/m/07sbbw3	P54	member of sports team		Sporting CP	Q75729	/m/03b04g
1993	Sam McQueen	Q16236902		P54	member of sports team		Middlesbrough	Q2673020	
1994	Anthony Martial	Q2091463	/m/0pcgn36	P54	member of sports team		Saints	Q271332	/m/02rpx8x
1995	Yohan Cabaye	Q1910	/m/03mbjnc	P54	member of sports team		Saints	Q271332	/m/02rpx8x
1996	Carl Jenkinson	Q29497	/m/0drzc0v	P54	member of sports team		Southampton	Q21683230	
1997	Victor Wanyama	Q459897	/m/07s56m3	P54	member of sports team		Saints	Q271332	/m/02rpx8x
1998	Charlie Austin	Q211581	/m/080jn6j	P54	member of sports team		Southampton	Q21683230	
1999	Fraser Forster	Q348813	/m/026wsxr	P54	member of sports team		West Ham United	Q18747	/m/0ckf6
2000	Wes Morgan	Q1392500	/m/0c0zhz	P27	country of citizenship	nationality	Southampton	Q21683230	
2001	Wes Morgan	Q1392500	/m/0c0zhz	P54	member of sports team		Southampton	Q21683230	
2002	Ramiro Funes Mori	Q401554	/m/0ds7lv1	P54	member of sports team		Saints	Q271332	/m/02rpx8x
2003	Wilfried Zaha	Q713711	/m/0bmgl10	P54	member of sports team		Southampton	Q21683230	
2004	Jay Rodriguez	Q581973	/m/02rr7dn	P54	member of sports team		Southampton	Q21683230	
2005	Morten Rasmussen	Q715551	/m/0bxw3f	P54	member of sports team		Southampton	Q21683230	
2006	James Jeffords	Q1386836	/m/01vcjw	P69	educated at		Central Intelligence Agency	Q37230	/m/0d6qjf
2007	S. I. Hayakawa	Q942027	/m/025v78	P69	educated at		Hearst	Q1065024	/m/03qbm
2008	Foster City	Q988691	/m/0r5s4	P131	located in the administrative territorial entity		California	Q2933963	/m/025xzfp
2009	Sieradz County	Q1125759	/m/0gg4jm	P47	shares border with		Poland	Q7208881	
2010	Sieradz County	Q1125759	/m/0gg4jm	P150	contains administrative territorial entity		Poland	Q7208881	
2011	Lilongwe	Q3876	/m/0fq7l	P1376	capital of		Lilongwe International Airport	Q20454892	
2012	Brian Leiter	Q4964476		P69	educated at		University of Chicago Law School	Q1036763	/m/02bf58
2013	Enmakaje	Q5379098		P131	located in the administrative territorial entity		Kasaragod	Q3595257	
2014	Saira Khan	Q4250497		P69	educated at		Pakistan	Q4121082	
2015	Kowkuntla	Q6435033		P131	located in the administrative territorial entity		Andhra Pradesh	Q1159	/m/0yyh
2016	Save River	Q293988	/m/093nng	P17	country		Birchenough Bridge	Q865013	/m/0490ts
2017	Julien	Q3189710		P27	country of citizenship	nationality	Madagascar	Q1019	/m/04sj3
2018	Nigel Clough	Q1989584	/m/04v24h	P54	member of sports team		Premier League	Q9448	/m/02_tc
2019	Paul Wolfowitz	Q219861	/m/01b80n	P69	educated at		World Bank Group	Q320863	/m/095nd
2020	Belforte Monferrato	Q17268	/m/0gbkqh	P47	shares border with		Ovada	Q7113203	
2021	Nafplio	Q202337	/m/03v4mr	P1376	capital of		Nafplio	Q202337	/m/03v4mr
2022	Hubert Gough	Q1364768	/m/03m1h9	P69	educated at		Fifth Army	Q5447463	
2023	Provatas	Q3555832		P131	located in the administrative territorial entity		Greece	Q17077105	
2024	Gmina Radomsko	Q2403026	/m/03h231x	P47	shares border with		Poland	Q7208881	
2025	Myron Lewis	Q6948464		P54	member of sports team		NFL	Q1215884	/m/059yj
2026	Adolph Dubs	Q365323	/m/01tfh9	P69	educated at		Afghanistan	Q889	/m/0jdd
2027	Tregony	Q7837872		P131	located in the administrative territorial entity		England	Q79282	/m/07ltmv
2028	New England Highway	Q1538677	/m/02wn94	P131	located in the administrative territorial entity		Oxley Highway	Q945212	/m/02tqgn
2029	San Felice del Benaco	Q111711	/m/049rj7	P47	shares border with		Lake Garda	Q6414	/m/01k_ql
2030	Lacordaire	Q1685854	/m/08gb4c	P27	country of citizenship	nationality	Rome	Q567806	/m/02j20d
2031	Interstate 44	Q94275	/m/0mxc1	P131	located in the administrative territorial entity		Carterville	Q5047270	
2032	Harvey County	Q375019	/m/0nprq	P47	shares border with		Kansas	Q3473628	
2033	Chetumal Bay	Q998959	/m/0g638z	P17	country		Corozal District	Q512273	/m/0178bb
2034	Yehudi Menuhin	Q156814	/m/0fskb	P27	country of citizenship	nationality	London	Q23306	/m/036wy
2035	Chatham County	Q504410	/m/0n4hs	P47	shares border with		Effingham	Q5347485	
2036	Andrew Lloyd Webber	Q180975	/m/0f8pz	P69	educated at		London	Q23306	/m/036wy
2037	Scott Linebrink	Q3476252	/m/0ffx6h	P54	member of sports team		Reds	Q4791340	
2038	Kingsport	Q241814	/m/013lmb	P131	located in the administrative territorial entity		Tennessee	Q7700003	
2039	Enzo Bearzot	Q313457	/m/0b_c84	P54	member of sports team		FIFA	Q253414	/m/02zm3
2040	Dino Zoff	Q180661	/m/028h_	P54	member of sports team		UEFA	Q35572	/m/07y9k
2041	Divya Narendra	Q4209634		P69	educated at		Boston	Q4947686	
2042	Sardent	Q651808	/m/03d8cw1	P131	located in the administrative territorial entity		Creuse	Q841451	/m/04_3cg
2043	Sardent	Q651808	/m/03d8cw1	P47	shares border with		Creuse	Q841451	/m/04_3cg
2044	Tomer Ben Yosef	Q2776890	/m/0g6pbv	P54	member of sports team		Central	Q5060232	
2045	Michael C. McFarland	Q6829033		P69	educated at		Holy Cross	Q2620177	/m/02c9dj
2046	Eugene McCarthy	Q380550	/m/01692s	P69	educated at		Minnesota	Q1527	/m/04ykg
2047	John Connally	Q311293	/m/01rtbd	P69	educated at		Austin	Q2872107	
2048	Stephen M. Young	Q7609865		P69	educated at		Ohio	Q927274	
2049	Richard J. Daley	Q295267	/m/0b0rs	P69	educated at		Connecticut	Q779	/m/01x73
2050	Edmund Muskie	Q319867	/m/01ssr6	P69	educated at		Maine	Q3708887	
2051	Harold Stassen	Q887520	/m/01jhrs	P69	educated at		Minnesota	Q1527	/m/04ykg
2052	Henry Cabot Lodge	Q174037	/m/013zjl	P69	educated at		UN	Q7865415	
2053	Martin Anderson	Q6774890		P69	educated at		Columbia University	Q49088	/m/01w5m
2054	John Tower	Q2658030	/m/02dcc4	P69	educated at		Paris	Q90	/m/05qtj
2055	Ellwood Patterson Cubberley	Q5366200		P69	educated at		Stanford	Q3250385	
2056	Dave Elliott	Q5228733		P54	member of sports team		Atomeka Press	Q4817235	
2057	Campohermoso	Q1656329	/m/02qmbd0	P131	located in the administrative territorial entity		San Isidro	Q974459	/m/01094v
2058	Kevin Mannix	Q6396853		P69	educated at		Oregon	Q7101029	
2059	Darlene Hooley	Q459718	/m/033tsd	P69	educated at		Oregon Community Foundation	Q7101149	
2060	Katsushika	Q232628	/m/01xhqc	P131	located in the administrative territorial entity		Tokyo	Q7473516	
2061	Syddjurs Municipality	Q512581	/m/07xm7s	P47	shares border with		Denmark	Q115534	/m/02qpls0
2062	Pirojpur District	Q609190	/m/06_sk1	P47	shares border with		Barisal	Q747840	/m/0gy0q27
2063	Pirojpur District	Q609190	/m/06_sk1	P150	contains administrative territorial entity		Barisal	Q747840	/m/0gy0q27
2064	Temple University	Q1420239	/m/01jt2w	P17	country		North Philadelphia	Q2000732	
2065	Wichita	Q49266	/m/0tbql	P131	located in the administrative territorial entity		Kansas	Q3473628	
2066	Brevard County	Q488517	/m/0jgj7	P47	shares border with		Florida	Q2548194	/m/05q8rtt
2067	Anwar al-Awlaki	Q200964	/m/0g1th0	P69	educated at		Yemen	Q805	/m/01z88t
2068	Osama bin Laden	Q1317	/m/05mg9	P69	educated at		CNN	Q48340	/m/0gsgr
2069	Townsville	Q190021	/m/01q58t	P131	located in the administrative territorial entity		Sandown	Q516605	/m/01wkf0
2070	South Morang	Q7567979		P131	located in the administrative territorial entity		Victoria	Q286499	/m/0262x3h
2071	Mernda	Q6819892		P131	located in the administrative territorial entity		South Morang	Q7567979	
2072	Santiago de Compostela	Q14314	/m/06wr9	P47	shares border with		Deza	Q837203	
2073	Santiago de Compostela	Q14314	/m/06wr9	P1376	capital of		Deza	Q837203	
2074	Mylapra	Q6947630		P131	located in the administrative territorial entity		Pathanamthitta	Q7144692	
2075	Shawn Atleo	Q573232	/m/04gkm02	P69	educated at		Assembly of First Nations	Q1457247	/m/02rtny
2076	Ypres	Q102728	/m/0145__	P47	shares border with		Belgium	Q2894385	
2077	Ostrava-City District	Q918108	/m/02z507t	P150	contains administrative territorial entity		Czech Republic	Q5201764	
2078	South Khorasan Province	Q171551	/m/04qbxl	P47	shares border with		Iran	Q2043606	
2079	Montesson	Q830293	/m/02rzdb_	P131	located in the administrative territorial entity		Paris	Q90	/m/05qtj
2080	Montesson	Q830293	/m/02rzdb_	P47	shares border with		Paris	Q90	/m/05qtj
2081	San Biagio di Callalta	Q47312	/m/0dzq0n	P47	shares border with		Treviso	Q19571214	
2082	Pyrzyce County	Q1411599	/m/0gzt24	P47	shares border with		Poland	Q7208881	
2083	Pyrzyce County	Q1411599	/m/0gzt24	P150	contains administrative territorial entity		Poland	Q7208881	
2084	John James	Q4870467		P54	member of sports team		Major League Baseball	Q1163715	/m/09p14
2085	Olvera Street	Q784575	/m/030svs	P131	located in the administrative territorial entity		Los Angeles	Q970703	
2086	Juan Carlos	Q19943	/m/0k1hz	P27	country of citizenship	nationality	Spain	Q16254367	
2087	New Norfolk	Q1982848	/m/03bmzt	P131	located in the administrative territorial entity		New Norfolk	Q1982848	/m/03bmzt
2088	First Avenue	Q5452326		P131	located in the administrative territorial entity		New Norfolk	Q1982848	/m/03bmzt
2089	John Ruskin	Q179126	/m/0k5mt	P69	educated at		Oxford	Q34217	/m/05l5n
2090	Harlan County	Q496086	/m/0n7cd	P47	shares border with		Nebraska	Q9049090	
2091	Frank Barnwell	Q5485197		P69	educated at		RAF	Q18410865	
2092	Dougherty County	Q176480	/m/0nzty	P47	shares border with		Mitchell County	Q112442	/m/0mqpd
2093	Franklin Square	Q5491843		P131	located in the administrative territorial entity		New York	Q60	/m/02_286
2094	Moselle	Q1667	/m/01267w	P17	country		Alsace-Champagne-Ardenne-Lorraine	Q18677983	/m/012ngsvz
2095	Moselle	Q1667	/m/01267w	P131	located in the administrative territorial entity		Alsace-Champagne-Ardenne-Lorraine	Q18677983	/m/012ngsvz
2096	Anda Hendrawan	Q4753456		P54	member of sports team		Indonesia Super League	Q2683718	
2097	Herstal	Q211033	/m/017vtl	P47	shares border with		Belgium	Q2894385	
2098	Domingues	Q2784086	/m/03cdfwl	P54	member of sports team		New Albion	Q3708877	
2099	Bantayan	Q315771	/m/05z40n	P47	shares border with		Cebu	Q6447129	
2100	Borongan	Q894059	/m/06qvlf	P47	shares border with		Calbayog	Q577336	/m/06nscs
2101	Cook County	Q156619	/m/0nhs9	P47	shares border with		Illinois	Q1204	/m/03v0t
2102	Bobby Jindal	Q295492	/m/049356	P27	country of citizenship	nationality	Louisiana	Q6689059	
2103	Bobby Jindal	Q295492	/m/049356	P69	educated at		Louisiana	Q6689059	
2104	Andrew Kohut	Q4757644		P69	educated at		Pew Research Center	Q1635722	/m/08qtd3
2105	LaSalle County	Q487003	/m/0nvdn	P47	shares border with		Kankakee County	Q494485	/m/0nvfs
2106	Seminole County	Q495891	/m/0mxnc	P47	shares border with		Florida	Q2548194	/m/05q8rtt
2107	Ocala	Q918195	/m/0rn0z	P131	located in the administrative territorial entity		Gulf of Mexico	Q12630	/m/03f_9
2108	Sinsat	Q1368206	/m/03m8ph1	P131	located in the administrative territorial entity		Luzenac	Q687199	/m/03m8n0_
2109	Sinsat	Q1368206	/m/03m8ph1	P47	shares border with		Luzenac	Q687199	/m/03m8n0_
2110	Les Cabannes	Q1061297	/m/03m8lvh	P47	shares border with		Les Cabannes	Q1061297	/m/03m8lvh
2111	Tokushima Prefecture	Q160734	/m/0191n9	P47	shares border with		Japan	Q3476248	
2112	Jim Brieske	Q6193832		P69	educated at		USC	Q7866331	
2113	Lee Pressman	Q6514749		P69	educated at		CITV	Q1997305	
2114	Golden Valley	Q868848	/m/0w10z	P47	shares border with		Waihi	Q498833	/m/030jdy
2115	Folkstone	Q24114977		P131	located in the administrative territorial entity		Lenham	Q3246334	
2116	Central Bohemian Region	Q188399	/m/032m_c	P47	shares border with		Czech Republic	Q5201764	
2117	Central Bohemian Region	Q188399	/m/032m_c	P150	contains administrative territorial entity		Czech Republic	Q5201764	
2118	Gilberto Freyre	Q677769	/m/07flkx	P69	educated at		Portugal	Q7232531	
2119	Grumento Nova	Q52576	/m/0fh3dq	P47	shares border with		Potenza	Q1055115	/m/0vsh3yq
2120	North Melbourne	Q7056074		P131	located in the administrative territorial entity		Brunswick Street	Q4979547	
2121	Chiba	Q170616	/m/0gp5c8	P150	contains administrative territorial entity		Japan	Q3476248	
2122	Elizabethtown	Q755559	/m/0txhf	P131	located in the administrative territorial entity		Kentucky	Q1603	/m/0498y
2123	James Longstreet	Q311514	/m/0d5n7	P27	country of citizenship	nationality	Loudon	Q16593598	
2124	Xishuangbanna Dai Autonomous Prefecture	Q868046	/m/01f3fh	P150	contains administrative territorial entity		Pu'er City	Q496765	/m/061nt1
2125	Meng	Q20684788		P19	place of birth	birthPlace	Menghai County	Q1343670	/m/04n6q14
2126	Cornwallis	Q164723	/m/09jrf	P27	country of citizenship	nationality	Hudson	Q3095516	
2127	Cornwallis	Q164723	/m/09jrf	P69	educated at		Hudson	Q3095516	
2128	Johann Ewald	Q68188	/m/05my74r	P27	country of citizenship	nationality	New York	Q60	/m/02_286
2129	USL Premier Development League	Q976491	/m/037wnb	P17	country		PDL	Q852402	
2130	Sumter County	Q513933	/m/0mvmw	P47	shares border with		Florida	Q2548194	/m/05q8rtt
2131	Bedizzole	Q103508	/m/040mkj	P47	shares border with		Italy	Q3708720	
2132	Anton Vorobyev	Q179268		P54	member of sports team		UCI	Q868421	/m/0c5x_
2133	Coast Mountains	Q920070	/m/0183r6	P131	located in the administrative territorial entity		Fraser Valley	Q3086670	
2134	VA	Q1370	/m/07z1m	P47	shares border with		Virginia Tech	Q65379	/m/01jswq
2135	Saddam Hussein	Q1316	/m/079dy	P69	educated at		Mumbai	Q1156	/m/04vmp
2136	Republic of Macedonia	Q221	/m/0bjv6	P47	shares border with		Greece	Q17077105	
2137	Massimo Freccia	Q1839503	/m/047mjgw	P27	country of citizenship	nationality	Philadelphia Orchestra	Q659181	/m/014htz
2138	Gliwice County	Q555048	/m/0h1gdw	P47	shares border with		Poland	Q7208881	
