	doc_id	sent_id	sent	subj	subj_begin	subj_end	subj_tag	rel	obj	obj_begin	obj_end	obj_tag
2275	79491	2128	The river 's two most significant course deviations occur at Newberg , where it turns sharply east , and about 18 miles -LRB- 29 km -RRB- downstream from Newberg , where it turns north again .	Newberg	61	68	LOCATION	P131	Newberg	154	161	LOCATION
2276	79491	2129	This trading path , over 600 miles -LRB- 970 km -RRB- long , stretched from the mouth of the Willamette River near present-day Portland south through the Willamette Valley , crossing the Cascades and the Siskiyou Mountains , and south through the Sacramento Valley to San Francisco .	Siskiyou Mountains	204	222	LOCATION	P17	Sacramento Valley	247	264	LOCATION
2277	79491	2130	They are used to regulate river flows so as to cut peaks off floods and increase low flows in late summer and autumn , and to divert water into deeper , narrower channels to prevent flooding .  In addition , a relatively small of amount of the water stored in the reservoirs is used for irrigation . Detroit Dam on the North Santiam River is the second tallest dam in the Willamette River basin after Cougar Dam .	Detroit Dam	300	311	LOCATION	P131	North Santiam River	319	338	LOCATION
2278	79491	2131	The other 11 dams are Big Cliff on the North Santiam River ; Green Peter and Foster on the Santiam River ; Cougar on the South Fork McKenzie River ; Blue River on the Blue River ; Fern Ridge on the Long Tom River ; Hills Creek , Dexter on the Middle Fork Willamette River ; Fall Creek on Fall Creek ; Cottage Grove on the Coast Fork Willamette River , and Dorena on the Row River .	Cottage Grove	301	314	LOCATION	P131	Coast Fork Willamette River	322	349	LOCATION
2279	79491	2132	The adjacent park and neighborhood of Cathedral Park are named after the Gothic Cathedral - like appearance of the bridge towers .  It is the tallest bridge in Portland , with 408 ft -LRB- 122 m -RRB- tall towers and a 205 ft -LRB- 62 m -RRB- navigational clearance .	Cathedral Park	38	52	LOCATION	P131	Portland	160	168	LOCATION
2280	25072505	2133	During this season he was the sole coach of the club .  Under Robert Vicot 's charge , PSG proved to be just too good for third division and the club quickly took the second spot , missing out on promotion by little .	Robert Vicot	62	74	PERSON	P54	PSG	87	90	ORGANIZATION
2281	1083070	2134	Finally on 7 September , he and Vice-Admiral Tomoshige Samejima arrived at Torokina and formally surrendered to Savige .	Tomoshige Samejima	45	63	PERSON	P19, P69	Torokina	75	83	LOCATION
2282	12937925	2135	He had been Prime Minister nearly fifteen years , ever since the assassination of his predecessor Spencer Perceval in May 1812 .  The man chosen to succeed him was the Foreign Secretary and Leader of the House of Commons , George Canning .	Spencer Perceval	98	114	PERSON	P69	House of Commons	204	220	ORGANIZATION
2283	194284	2136	He has been a vocal opponent of violence and extremism . Ujjal Dosanjh was born in Dosanjh Kalan , a village in Jalandhar district , Punjab , India , in 1947 .	Ujjal Dosanjh	57	70	PERSON	P69	Jalandhar	112	121	LOCATION
2284	31473079	2137	Jean Fombertaux -LRB- 1920 -- 1976 , Sydney , Australia -RRB- was a French émigré architect who spent most of his career designing buildings in and around Sydney .	Jean Fombertaux	0	15	PERSON	P27	Sydney	37	43	LOCATION
2285	31473079	2137	Jean Fombertaux -LRB- 1920 -- 1976 , Sydney , Australia -RRB- was a French émigré architect who spent most of his career designing buildings in and around Sydney .	Jean Fombertaux	0	15	PERSON	P27	Sydney	155	161	LOCATION
2286	31473079	2138	Fombertaux 's style has been likened to that of Harry Seidler , with whom he collaborated for an entry to the Sydney Opera House competition .	Harry Seidler	48	61	PERSON	P27, P69	Sydney	110	116	LOCATION
2287	18147876	2139	Anne-Sophie Mondière -LRB- born 1 February 1979 in Roanne , Loire -RRB- is a French judoka .	Roanne	51	57	LOCATION	P131, P47, P1376	Loire	60	65	LOCATION
2288	44139536	2140	Berberis weberbaueri is a shrub in the Berberidaceae described as a species in 1908 .  It is endemic to Peru , found in the regions of Ancash , Cajamarca , La Libertad , and Lambayeque .	Cajamarca	144	153	LOCATION	P1376	La Libertad	156	167	LOCATION
2289	1205734	2141	The deal was heavily criticised and caused a split of the ruling coalition of Helle Thorning-Schmidt .  On 9 June 2016 , some of these shares were sold in an IPO at Copenhagen Stock Exchange .	Helle Thorning-Schmidt	78	100	PERSON	P69	Copenhagen Stock Exchange	165	190	ORGANIZATION
2290	8193999	2142	Laurel Mountain State Park is a 493-acre -LRB- 200 ha -RRB- Pennsylvania state park in Ligonier Township , Westmoreland County and Jenner Township , Somerset County , Pennsylvania in the United States .	Westmoreland County	107	126	LOCATION	P47	Somerset County	149	164	LOCATION
2291	19521700	2143	Pierre-François Forissier -LRB- born 29 December 1951 , Lorient -RRB- is a French admiral .  He is notable as a former head of the French Navy , chef d'état-major de la marine , a post he took up on 4 February 2008 and left on 12 September 2011 .	Lorient	56	63	LOCATION	P47	French Navy	131	142	ORGANIZATION
2292	50588108	2144	`` Swatow '' or Shantou in Guangdong province refers to Shantou dialect , a Southern Min variety , `` Amoy '' or Xiamen in Fujian province to Amoy dialect , another Southern Min variety , also in Fujian province , `` Fuchau '' or Fuzhou refers to Fuzhou dialect , the prestige form of Eastern Min , and '' Shanghai '' to Shanghainese , a variety of Wu Chinese .	Shantou	16	23	LOCATION	P150	Shantou	56	63	LOCATION
2293	50588108	2144	`` Swatow '' or Shantou in Guangdong province refers to Shantou dialect , a Southern Min variety , `` Amoy '' or Xiamen in Fujian province to Amoy dialect , another Southern Min variety , also in Fujian province , `` Fuchau '' or Fuzhou refers to Fuzhou dialect , the prestige form of Eastern Min , and '' Shanghai '' to Shanghainese , a variety of Wu Chinese .	Xiamen	113	119	LOCATION	P150	Fuzhou	230	236	LOCATION
2294	50588108	2144	`` Swatow '' or Shantou in Guangdong province refers to Shantou dialect , a Southern Min variety , `` Amoy '' or Xiamen in Fujian province to Amoy dialect , another Southern Min variety , also in Fujian province , `` Fuchau '' or Fuzhou refers to Fuzhou dialect , the prestige form of Eastern Min , and '' Shanghai '' to Shanghainese , a variety of Wu Chinese .	Xiamen	113	119	LOCATION	P150	Fuzhou	247	253	LOCATION
2295	6825518	2145	Barzago borders the following municipalities : Barzanò , Bulciago , Castello di Brianza , Cremella , Dolzago , Garbagnate Monastero , Sirone , Sirtori .	Cremella	90	98	LOCATION	P47	Dolzago	101	108	LOCATION
2296	7895784	2146	A lack of documentary evidence prevents scholars from knowing if Wuffa is anything more than a legendary figure and the true identity of the first East Anglian king can not be known with certainty .  The historian Martin Carver has argued that Wuffa is `` best regarded as an emblematic figure personified from royal origin-myth '' Later East Anglian kings claimed their right to rule by being descended from Wuffa , in the same way that the Kentish kings claimed descent from Oisc .	Martin Carver	214	227	PERSON	P69	Kentish	442	449	LOCATION
2297	30240168	2147	He was also a Union Army soldier in the American Civil War . John F. Oglevee was born in Harrison County , Ohio near Cadiz .	John F. Oglevee	61	76	PERSON	P69	Harrison County	89	104	LOCATION
2298	37045147	2148	It is Africa 's oldest academy , established on 23 January 1902 by Joseph Gallieni , the first governor general of Madagascar .	Joseph Gallieni	67	82	PERSON	P69	Madagascar	115	125	LOCATION
2299	234786	2149	A runner who advances on a wild pitch is not credited with a stolen base unless he breaks before the pitcher begins his delivery . Nolan Ryan is the modern-era leader in the category , throwing 277 wild pitches over his 27 years in Major League Baseball .	Nolan Ryan	131	141	PERSON	P54	Major League Baseball	232	253	ORGANIZATION
2300	138448	2150	Glasgow is a town in Kanawha County , West Virginia , USA , along the Kanawha River .	Kanawha County	21	35	LOCATION	P47	USA	54	57	LOCATION
2301	19276036	2151	It was within the bounds of Oratam 's sachendom that one of the first genocides of Native Americans by European settlers took place .  In February 1643 , the governor of New Netherland  William Kieft allowed the massacre of eighty Wecquaesgeek and Tappan who had taken refuge near one of the plantations at Harsimus in Pavonia .	Harsimus	307	315	LOCATION	P131	Pavonia	319	326	LOCATION
2302	23446958	2152	-LSB- citation needed -RSB- In early 1942 he received from his personal friend Otto Abetz an offer that would guarantee France effective independence if the country agreed to become a military ally of Germany , although when the offer was officially made the terms had been watered down somewhat .	Otto Abetz	79	89	PERSON	P20	Germany	201	208	LOCATION
2303	9938956	2153	The Charter for the Kingdom of the Netherlands -LRB- in Dutch : Statuut voor het Koninkrijk der Nederlanden ; in Papiamentu : Statuut pa e Reino di Hulanda -RRB- describes the political relationship between the four countries that constitute the Kingdom of the Netherlands : Aruba , Curaçao , and Sint Maarten in the Caribbean and the Netherlands -LRB- for the most part -RRB- in Europe .	Sint Maarten	297	309	ORGANIZATION	P47	Netherlands	335	346	LOCATION
2304	39192965	2154	On April 27 , 2013 , during the duo 's first show in Saitama , they announced that the tour 's final shows would be held at the Nissan Stadium , Japan 's largest seated stadium , on August 17 and 18 .	Saitama	53	60	LOCATION	P150	Nissan Stadium	128	142	LOCATION
2305	45062275	2155	Leontine has taught at leading Music & Drama Schools including Guildford School of Acting , the Oxford School of Drama , Mountview , The Brit School , La Salle -LRB- Singapore -RRB- , the Queensland Conservatorium , Centre Stage and The VCA -LRB- Melbourne -RRB- .	La Salle	151	159	LOCATION	P131, P47	Singapore	166	175	LOCATION
2306	46463368	2156	Only two players , Michigan running back Tyrone Wheatley and Purdue defensive tackle Jeff Zgonina were unanimously selected by the AP 's media panel .	Tyrone Wheatley	41	56	PERSON	P54	Purdue	61	67	ORGANIZATION
2307	46463368	2156	Only two players , Michigan running back Tyrone Wheatley and Purdue defensive tackle Jeff Zgonina were unanimously selected by the AP 's media panel .	Jeff Zgonina	85	97	PERSON	P54	AP	131	133	ORGANIZATION
2308	46463368	2157	They were also named the Big Ten 's Offensive and Defensive Players of the Year , respectively . Wheatley led the conference with 1,357 rushing yards , 7.3 rushing yards per attempt , 1,502 yards from scrimmage and 16 touchdowns from scrimmage . Simeon Rice of the Illinois Fighting Illini was selected as the Big Ten Freshman of the Year .	Simeon Rice	246	257	PERSON	P54	Illinois Fighting Illini	265	289	ORGANIZATION
2309	25437229	2158	Exhibits in the visitors center highlight the city 's industrial past , the tradition of shoemaking and its transition from a handicraft to mechanization , and the story of Elihu Thomson , an engineer and inventor instrumental in the founding of General Electric .	Elihu Thomson	173	186	PERSON	P69	General Electric	246	262	ORGANIZATION
2310	11564275	2159	The five-round fight ended in a Split Draw with scores of 50-49 , 49-49 and 48-49 . Watanabe is married to Japanese comic book artist SP Nakatema and has one child .  She originates from Tochigi Prefecture but now lives in Tokyo where she trains at the Blue Dog Gym .	Tochigi Prefecture	187	205	LOCATION	P47	Tokyo	223	228	LOCATION
2311	46320466	2160	Kosuke Morozumi -LRB- born 27 July 1988 -RRB- is a Japanese curler from Karuizawa , Nagano .	Karuizawa	72	81	LOCATION	P131	Nagano	84	90	LOCATION
2312	19057325	2161	Uchiko Station -LRB- 内子駅 , Uchiko-eki ? -RRB-  is a train station in Uchiko , Kita District , Ehime Prefecture , Japan .	Uchiko	69	75	LOCATION	P131	Kita District	78	91	LOCATION
2313	19057325	2161	Uchiko Station -LRB- 内子駅 , Uchiko-eki ? -RRB-  is a train station in Uchiko , Kita District , Ehime Prefecture , Japan .	Kita District	78	91	LOCATION	P131	Japan	113	118	LOCATION
2314	33775851	2162	Ringlikon is a railway station situated near to the village of Ringlikon in the municipality of Uitikon in Switzerland .	Uitikon	96	103	LOCATION	P131, P47	Switzerland	107	118	LOCATION
2315	767723	2163	Liu Bang 's general Han Xin ordered his men to pretend to repair the gallery roads in order to put Zhang Han -LRB- King of Yong -RRB- off guard , while secretly making advances through Chencang -LRB- 陳倉 ; present-day Chencang District , Baoji , Shaanxi -RRB- .	Chencang District	217	234	LOCATION	P150	Shaanxi	245	252	LOCATION
2316	767723	2164	Upon reaching Xiayi -LRB- 下邑 ; east of present-day Dangshan County , Suzhou , Anhui -RRB- , which was defended by his brother-in-law , Liu Bang reorganised his troops for a retreat .	Dangshan County	51	66	LOCATION	P150	Suzhou	69	75	LOCATION
2317	767723	2165	When he arrived at Yu -LRB- 虞 ; present-day Yucheng County , Shangqiu , Henan -RRB- , he sent an envoy to meet Ying Bu -LRB- King of Jiujiang -RRB- and persuade Ying to support him .	Yucheng County	44	58	LOCATION	P150	Henan	72	77	LOCATION
2318	767723	2166	Xiang Yu sent Long Ju to lead an army to attack Ying Bu .  In the sixth month of 205 BCE , Liu Bang named his son Liu Ying as his crown prince and ordered him to defend Yueyang -LRB- 櫟陽 ; present-day Yanliang District , Xi'an , Shaanxi -RRB- .	Yueyang	169	176	LOCATION	P150	Yanliang District	200	217	LOCATION
2319	767723	2166	Xiang Yu sent Long Ju to lead an army to attack Ying Bu .  In the sixth month of 205 BCE , Liu Bang named his son Liu Ying as his crown prince and ordered him to defend Yueyang -LRB- 櫟陽 ; present-day Yanliang District , Xi'an , Shaanxi -RRB- .	Yanliang District	200	217	LOCATION	P150	Shaanxi	228	235	LOCATION
2320	767723	2167	Liu Bang 's forces attacked Chu at Jing County -LRB- 京縣 ; around present-day Xingyang , Zhengzhou , Henan -RRB- and Suoting -LRB- 索亭 ; near present-day Xingyang , Henan -RRB- , emerged victorious , and drove Xiang Yu 's forces east of Xingyang .	Jing County	35	46	LOCATION	P150	Xingyang	77	85	LOCATION
2321	767723	2167	Liu Bang 's forces attacked Chu at Jing County -LRB- 京縣 ; around present-day Xingyang , Zhengzhou , Henan -RRB- and Suoting -LRB- 索亭 ; near present-day Xingyang , Henan -RRB- , emerged victorious , and drove Xiang Yu 's forces east of Xingyang .	Jing County	35	46	LOCATION	P150	Xingyang	152	160	LOCATION
2322	767723	2167	Liu Bang 's forces attacked Chu at Jing County -LRB- 京縣 ; around present-day Xingyang , Zhengzhou , Henan -RRB- and Suoting -LRB- 索亭 ; near present-day Xingyang , Henan -RRB- , emerged victorious , and drove Xiang Yu 's forces east of Xingyang .	Jing County	35	46	LOCATION	P150	Xingyang	235	243	LOCATION
2323	767723	2167	Liu Bang 's forces attacked Chu at Jing County -LRB- 京縣 ; around present-day Xingyang , Zhengzhou , Henan -RRB- and Suoting -LRB- 索亭 ; near present-day Xingyang , Henan -RRB- , emerged victorious , and drove Xiang Yu 's forces east of Xingyang .	Xingyang	77	85	LOCATION	P150	Henan	100	105	LOCATION
2324	767723	2167	Liu Bang 's forces attacked Chu at Jing County -LRB- 京縣 ; around present-day Xingyang , Zhengzhou , Henan -RRB- and Suoting -LRB- 索亭 ; near present-day Xingyang , Henan -RRB- , emerged victorious , and drove Xiang Yu 's forces east of Xingyang .	Xingyang	77	85	LOCATION	P150	Henan	163	168	LOCATION
2325	767723	2167	Liu Bang 's forces attacked Chu at Jing County -LRB- 京縣 ; around present-day Xingyang , Zhengzhou , Henan -RRB- and Suoting -LRB- 索亭 ; near present-day Xingyang , Henan -RRB- , emerged victorious , and drove Xiang Yu 's forces east of Xingyang .	Xingyang	152	160	LOCATION	P150	Henan	163	168	LOCATION
2326	767723	2168	Han Xin tricked Wei Bao into believing that he was planning to attack Linjin , while secretly sending a force from Xiayang -LRB- 夏陽 -RRB- to cross the river and attack Anyi -LRB- 安邑 ; present-day Xia County , Yuncheng , Shanxi -RRB- .	Xia County	196	206	LOCATION	P150	Shanxi	220	226	LOCATION
2327	767723	2169	Tian Guang decided to surrender and ordered his troops to withdraw from Lixia -LRB- 歷下 ; present-day Lixia District , Jinan , Shandong -RRB- .	Lixia District	101	115	LOCATION	P150	Shandong	126	134	LOCATION
2328	767723	2170	However , Han Xin and Peng Yue did not mobilise their troops and Liu Bang was defeated by Xiang Yu at Guling -LRB- 固陵 ; south of present-day Taikang County , Zhoukou , Henan -RRB- .	Taikang County	141	155	LOCATION	P150	Henan	168	173	LOCATION
2329	767723	2171	The Chu army was running low on supplies and Xiang Yu was trapped in Gaixia -LRB- 垓下 ; southeast of present-day Lingbi County , Suzhou , Anhui -RRB- .	Lingbi County	112	125	LOCATION	P150	Suzhou	128	134	LOCATION
2330	13291943	2172	In 2007 , he nearly won the world title for the third time but he was outclassed by Ryuuji Umeda of Japan .	Ryuuji Umeda	84	96	PERSON	P19	Japan	100	105	LOCATION
2331	413285	2173	His # 300,000 record signing Peter Swan proved to be a disaster as the player had an awful relationship with both his teammates and the fans .  In 1994 , he started to concentrate solely on management and Plymouth reached the Division Two play-offs , but lost in the semi finals to Burnley .	Peter Swan	29	39	PERSON	P54	Plymouth	205	213	ORGANIZATION
2332	1195968	2174	Burgoyne was a 21-year-old Royal Navy lieutenant , serving in the Crimean War when he performed the deed for which he was awarded the VC .  On 29 May 1855 , in the Sea of Azov , Crimea , Lieutenant Burgoyne of HMS Swallow , with Lieutenant Cecil William Buckley from HMS Miranda and Gunner John Robarts from HMS Ardent , volunteered to land at a beach where the Russian army were in strength .	Sea of Azov	164	175	LOCATION	P47	Crimea	178	184	LOCATION
2333	36131191	2175	Elwes married Isabella Hervey , daughter of Sir Thomas Hervey of Ickworth , Suffolk and had two sons and two daughters .	Thomas Hervey	48	61	PERSON	P27	Ickworth	65	73	LOCATION
2334	30524970	2176	Ibañez was born in General San Martín , Chaco , Argentina .	Chaco	40	45	LOCATION	P47	Argentina	48	57	LOCATION
2335	18490235	2177	Savala -LRB- Russian : Савала -RRB- is a river in the Tambov and Voronezh oblasts of Russia .	Tambov	54	60	LOCATION	P1376	Voronezh	65	73	LOCATION
2336	16483025	2178	Marion Township is a township in Clayton County , Iowa , USA .	Clayton County	33	47	LOCATION	P47	Iowa	50	54	LOCATION
2337	878748	2179	Mogami -LRB- 最上町 , Mogami-machi ? -RRB-  is a town in Mogami District , Yamagata , Japan .	Mogami	0	6	PERSON	P47	Yamagata	72	80	LOCATION
2338	878748	2180	After the start of the Meiji period , the area became part of Mogami District , Yamagata Prefecture .	Meiji	23	28	LOCATION	P27	Mogami District	62	77	LOCATION
2339	11485606	2181	Doubts about his ability to manage his former teammates were brought into the open with the Harmonica Incident in late August , in which he clashed with utility infielder Phil Linz on the team bus following a sweep by the Chicago White Sox that appeared to have removed the Yankees from pennant contention .	Phil Linz	171	180	PERSON	P54	Chicago White Sox	222	239	ORGANIZATION
2340	209274	2182	Courbet was born in 1819 to Régis and Sylvie Oudot Courbet in Ornans -LRB- department of Doubs -RRB- .	Ornans	62	68	LOCATION	P131, P47	Doubs	89	94	LOCATION
2341	209274	2183	On 31 December 1877 , a day before the first installment was due , Courbet died , aged 58 , in La Tour-de-Peilz , Switzerland , of a liver disease aggravated by heavy drinking .	La Tour-de-Peilz	95	111	LOCATION	P131	Switzerland	114	125	LOCATION
2342	1005739	2185	The album title is a reference to the Led Zeppelin song of the same name while the cover art closely resembles that of Exile On Main St. , by the Rolling Stones .	Zeppelin	42	50	ORGANIZATION	P17	Rolling Stones	146	160	ORGANIZATION
2343	10708357	2186	It also contains a narrow sector of central Moscow , extending north-east from Lubyanka Square within the boundaries of Myasnitskaya Square and Bolshaya Lubyanka Street .	Lubyanka Square	79	94	LOCATION	P131	Bolshaya Lubyanka Street	144	168	LOCATION
2344	10708357	2187	The boundary between Krasnoselsky and southbound Basmanny District passes through Red Gates Square and Novaya Basmannaya Street , thus Krasnoselsky District contains the northern edge of historical Basmannaya Sloboda , including the church of Saint Peter and Paul , built in 1705 -- 1723 to a draft by Peter I .	Basmanny District	49	66	LOCATION	P131	Novaya Basmannaya Street	103	127	LOCATION
2345	24268296	2188	He won the backup quarterback job over incumbent starter Rex Grossman .  Cousins made his regular season debut in the third quarter of a Week 5 loss to the Atlanta Falcons after Griffin suffered a concussion .	Rex Grossman	57	69	PERSON	P54	Atlanta Falcons	156	171	ORGANIZATION
2346	24268296	2189	Cousins threw his first career touchdown pass on a 77-yard pass to Santana Moss , but threw two interceptions in the last two series of the game while trying to tie the game .  His second NFL appearance came in Week 14 against the Baltimore Ravens .	Santana Moss	67	79	PERSON	P54	NFL	188	191	ORGANIZATION
2347	23672946	2190	Zacharie Jacques Théodore Allemand -LRB- 1 May 1762 , in Port-Louis -- 2 March 1826 , in Toulon -RRB- was a French admiral .	Port-Louis	57	67	LOCATION	P131, P47	Toulon	89	95	LOCATION
2348	23595086	2191	The modern station is served by Shosholoza Meyl inter-city trains connecting it to Johannesburg , Port Elizabeth and East London six times a week ; Kimberley twice weekly ; and Durban and Cape Town once weekly .	Durban	177	183	LOCATION	P131, P47	Cape Town	188	197	LOCATION
2349	23595086	2192	The industrial area , Hamilton , is situated to the south of the city and generates most of the stations freight traffic .  During 2005-2006 over 90,000 tons of beer was received , dispatched from Rosslyn , Gauteng ; 56,998 tons of fuel from East London , and 8,872 tons from Durban ; and 5,000 tonnes of coal .	Gauteng	207	214	LOCATION	P47, P150	East London	242	253	LOCATION
2350	131914	2193	Clarion is located slightly northeast of the center of Clarion County at 41 ° 12 ′ 42 ″ N 79 ° 23 ′ 2 ″ W / 41.21167 ° N 79.38389 ° W / 41.21167 ; -79.38389 -LRB- 41.211791 , -79.384005 -RRB- , in the Allegheny Plateau region of western Pennsylvania .	Clarion County	55	69	LOCATION	P47	Allegheny Plateau	201	218	LOCATION
2351	2155289	2194	Oude-Tonge is a town in the Dutch province of South Holland .  It is a part of the municipality of Goeree-Overflakkee , and lies about 16 km south of Hellevoetsluis .	Goeree-Overflakkee	99	117	LOCATION	P47	Hellevoetsluis	150	164	LOCATION
2352	17892675	2195	Aberthaw Low Level railway station was the Taff Vale Railway station which served Aberthaw , located near the north shore of the Bristol Channel in the Welsh county of Glamorganshire .	Bristol Channel	129	144	LOCATION	P131	Glamorganshire	168	182	LOCATION
2353	13060111	2196	It is characterised by its height and unique position on top of a cliff .  It is one of the most beautiful villages of France -LRB- along with 148 others , including neighbouring Loubressac , Autoire , Curemonte and Carennac -RRB- .	Loubressac	179	189	ORGANIZATION	P131, P47	Carennac	216	224	LOCATION
2354	13060111	2197	It controlled the transfer of livestock between the plateaus of Quercy and Limousin , At its largest in the 15th century , it spanned from around Meymac or Lapleau to the north-east , Terrasson to the west , and Gramat to the south .	Limousin	75	83	LOCATION	P47, P150	Meymac	146	152	LOCATION
2355	13060111	2197	It controlled the transfer of livestock between the plateaus of Quercy and Limousin , At its largest in the 15th century , it spanned from around Meymac or Lapleau to the north-east , Terrasson to the west , and Gramat to the south .	Meymac	146	152	LOCATION	P131, P47	Lapleau	156	163	LOCATION
2356	13060111	2197	It controlled the transfer of livestock between the plateaus of Quercy and Limousin , At its largest in the 15th century , it spanned from around Meymac or Lapleau to the north-east , Terrasson to the west , and Gramat to the south .	Lapleau	156	163	LOCATION	P131, P47	Gramat	212	218	LOCATION
2357	13060111	2198	At that time , the major fortified cities of the Viscount were Argentat , Servieres , Beaulieu , Gagnac , Martel , Saint-Cere , and Turenne ; other walled cities included the bastides of Bretenoux and Puybrun , the cities of Carennac , Vayrac , Curemonte , Meyssac , and Collonges .	Bretenoux	187	196	LOCATION	P131, P47	Puybrun	201	208	LOCATION
2358	13060111	2198	At that time , the major fortified cities of the Viscount were Argentat , Servieres , Beaulieu , Gagnac , Martel , Saint-Cere , and Turenne ; other walled cities included the bastides of Bretenoux and Puybrun , the cities of Carennac , Vayrac , Curemonte , Meyssac , and Collonges .	Puybrun	201	208	LOCATION	P131, P47	Carennac	225	233	LOCATION
2359	13060111	2198	At that time , the major fortified cities of the Viscount were Argentat , Servieres , Beaulieu , Gagnac , Martel , Saint-Cere , and Turenne ; other walled cities included the bastides of Bretenoux and Puybrun , the cities of Carennac , Vayrac , Curemonte , Meyssac , and Collonges .	Carennac	225	233	LOCATION	P131, P47	Meyssac	257	264	LOCATION
2360	13060111	2198	At that time , the major fortified cities of the Viscount were Argentat , Servieres , Beaulieu , Gagnac , Martel , Saint-Cere , and Turenne ; other walled cities included the bastides of Bretenoux and Puybrun , the cities of Carennac , Vayrac , Curemonte , Meyssac , and Collonges .	Vayrac	236	242	LOCATION	P131, P47	Meyssac	257	264	LOCATION
2361	22275627	2199	Francesco Anile -LRB- born 12 February 1962 in Polistena -RRB- is an Italian tenor .  He regularly sings in Italy and abroad , performing in theatres such as the Teatro Massimo in Palermo and San Carlo in Naples .	Polistena	47	56	LOCATION	P47	Italy	108	113	LOCATION
2362	26023438	2200	Remunda has a population of around 15,000 people -LRB- 2001 -RRB- . Orissa State is located on the eastern coast of India between Kolkata -LRB- Calcutta -RRB- and Chennai -LRB- Madras -RRB- .	Chennai	163	170	LOCATION	P131	Madras	177	183	LOCATION
2363	24332736	2201	Bosniaks rejected the ultimatum which resulted in the attack by Croatian forces on June 19 .  The Croat-Bosniak war was officially triggered .  In March 1994 a peace agreement mediated by the United States between the warring Croats -LRB- represented by Republic of Croatia -RRB- and Bosnia and Herzegovina was signed in Washington and Vienna which is known as the Washington Agreement .	Republic of Croatia	254	273	LOCATION	P47	Herzegovina	295	306	LOCATION
2364	24332736	2201	Bosniaks rejected the ultimatum which resulted in the attack by Croatian forces on June 19 .  The Croat-Bosniak war was officially triggered .  In March 1994 a peace agreement mediated by the United States between the warring Croats -LRB- represented by Republic of Croatia -RRB- and Bosnia and Herzegovina was signed in Washington and Vienna which is known as the Washington Agreement .	Bosnia	284	290	LOCATION	P47, P150	Herzegovina	295	306	LOCATION
2365	25993085	2202	It has been reported from New Caledonia , Bali and Japan .	Bali	42	46	LOCATION	P47, P150	Japan	51	56	LOCATION
2366	15981314	2203	Holt Township is one of twenty-four townships in Gage County , Nebraska , United States .	Gage County	49	60	LOCATION	P47	Nebraska	63	71	LOCATION
2367	15761159	2204	In July , 1944 during the Vilnius operation the division skillfully forced the river Neman in area of the city of Alitus , for which , on August , 12th , 1944 it was awarded the Order of Suvorov , 2nd class .	Neman	85	90	LOCATION	P1376	Alitus	114	120	LOCATION
2368	15761159	2205	In August 1969 31st Guards Motor Rifle Division was relocated from Kaunas in the Lithuanian SSR -LRB- Baltic Military District -RRB- to Belogorsk , in the Amur area of the Far East Military District .	Belogorsk	136	145	LOCATION	P1376	Amur	155	159	LOCATION
2369	2576407	2206	Initially its main political opposition came from Unionist Party , which supported similar policies , but was more English-speaking and took an instinctively pro-British stance .  The SAP would solidify after the departure of James Barry Munnik Hertzog and more radical Boer nationalists who formed the National Party .	James Barry Munnik Hertzog	226	252	PERSON	P69	National Party	303	317	ORGANIZATION
2370	19017155	2207	Grabów Rycki -LSB- ˈɡrabuf ˈrɨt͡ski -RSB- is a village in the administrative district of Gmina Nowodwór , within Ryki County , Lublin Voivodeship , in eastern Poland .	Ryki County	113	124	LOCATION	P47, P150	Lublin Voivodeship	127	145	LOCATION
2371	41574339	2208	This river , which is also called Halady river , joins the Arabian Sea near Kundapura after passing through Basrur , a historical village .	Arabian Sea	59	70	LOCATION	P47	Kundapura	76	85	LOCATION
2372	1980501	2209	It was created by a resolution proposed by then-City Councilmember Eric Garcetti on August 2 , 2002 .  The district is bounded by the Hoover Street on the west to Glendale Boulevard on the east , the US 101 Freeway on the north , Beverly Boulevard on the south side .	Eric Garcetti	67	80	PERSON	P69	Glendale Boulevard	163	181	LOCATION
2373	1980501	2210	The earliest settlement can be found in enclaves such as Manila Village in Jefferson Parish and St. Malo in St. Bernard Parish in Louisiana which were founded in 1763 and became home to approximately 2,000 Filipino sailors and laborers .	Jefferson Parish	75	91	LOCATION	P47	St. Bernard Parish	108	126	LOCATION
2374	1980501	2211	It was designed by artist Cheri Gaulke .  Future plans for Historic Filipinotown include a permanent structure for the Filipino American Library in honor of its founder Helen Summers Brown , the naming of a Filipino community and cultural arts center in honor of the catalyst for the 1965 Delano Grape Strike Larry Dulay Itliong , the naming of a community garden after community leader/educator Uncle Roy Morales and Filipino labor leader Philip Vera Cruz , a section of the neighborhood to be named in honor of Remedios Geaga and placing a larger than life size monument of Philippine national hero Jose Rizal and LA writer and novelist Carlos Bulosan in front of the Filipinotown Unidad park .	Jose Rizal	601	611	PERSON	P69	LA	616	618	LOCATION
2375	16053511	2212	Since it has the Appalachian Mountains on the western part of the state , and the ocean on the east , North Carolina has experienced many different weather conditions .	Appalachian Mountains	17	38	LOCATION	P17	North Carolina	102	116	LOCATION
2376	8571396	2213	In rural areas the Gothic Cottage was immensely popular until well into the 20th century .  Neighbourhoods that grew during this period , such as Cabbagetown and the Annex in Toronto , have many examples of houses that incorporate neo-Gothic elements .	Cabbagetown	146	157	LOCATION	P131	Toronto	175	182	LOCATION
